eid,pid,status,first_stimOn,recording_start_all_spikes,recording_end_all_spikes,pre_first_stim_duration_all_spikes,n_spikes_before_first_stim_all,n_units_region,recording_start_region_spikes,recording_end_region_spikes,pre_first_stim_duration_region_spikes,n_region_spikes_before_first_stim,error
b9c205c3-feac-485b-a89d-afc96d9cb280,ea931b15-6214-4b80-8d88-7acbbe071bc0,ok,22.442595375771045,0.0009089109703914,3587.6158047005006,22.441686464800654,108437,13,0.0725411931294266,3587.590571742357,22.370054182641617,1249,
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,ok,10.543999566813971,0.0006595744857934,3664.000278483119,10.54333999232818,60628,58,0.0038261966324752,3663.994478565669,10.540173370181495,5052,
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,ok,16.994171975487443,0.0008584872424111,5361.600896303591,16.993313488245033,75170,146,0.0651583935463214,5361.562029697844,16.92901358194112,6291,
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,ok,13.59362440781651,0.00091858518291,4937.616029024198,13.5927058226336,44690,134,0.040518298279078,4937.559396113905,13.553106109537431,5761,
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,ok,20.08615975058443,0.0009323936627489,4054.4910076510055,20.08522735692168,80958,120,0.0009323936627489,4054.4835743733815,20.08522735692168,6816,
