eid,pid,target_prefix,bin_start,bin_end,bin_size,step_size,bin_idx,time,n_trials,n_units,n_pos,n_neg,overlap_topk,cosine2_top1,expected_random_overlap,expected_random_cosine2,k_eff,n_eff,null_pval,status,error
b9c205c3-feac-485b-a89d-afc96d9cb280,ea931b15-6214-4b80-8d88-7acbbe071bc0,VISp,0.0,0.05,0.05,0.01,0.0,0.025,653.0,13.0,120.0,164.0,0.6947347264060997,0.6355890934120698,0.23076923076923078,0.07692307692307693,3.0,13.0,0.004599080183963208,,
b9c205c3-feac-485b-a89d-afc96d9cb280,ea931b15-6214-4b80-8d88-7acbbe071bc0,VISp,0.01,0.060000000000000005,0.05,0.01,1.0,0.035,653.0,13.0,120.0,164.0,0.4712740901371244,0.37097378125711444,0.23076923076923078,0.07692307692307693,3.0,13.0,0.11897620475904819,,
b9c205c3-feac-485b-a89d-afc96d9cb280,ea931b15-6214-4b80-8d88-7acbbe071bc0,VISp,0.02,0.07,0.05,0.01,2.0,0.045000000000000005,653.0,13.0,120.0,164.0,0.49397034367834486,0.33268642567091383,0.23076923076923078,0.07692307692307693,3.0,13.0,0.133373325334933,,
b9c205c3-feac-485b-a89d-afc96d9cb280,ea931b15-6214-4b80-8d88-7acbbe071bc0,VISp,0.03,0.08,0.05,0.01,3.0,0.055,653.0,13.0,120.0,164.0,0.6915450068520179,0.3646392388167481,0.23076923076923078,0.07692307692307693,3.0,13.0,0.1239752049590082,,
b9c205c3-feac-485b-a89d-afc96d9cb280,ea931b15-6214-4b80-8d88-7acbbe071bc0,VISp,0.04,0.09,0.05,0.01,4.0,0.065,653.0,13.0,120.0,164.0,0.7095319682268496,0.4945904614046458,0.23076923076923078,0.07692307692307693,3.0,13.0,0.05678864227154569,,
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.0,0.05,0.05,0.01,0.0,0.025,688.0,57.0,186.0,128.0,0.5675059165470201,0.5163219544991067,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003,,
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.01,0.060000000000000005,0.05,0.01,1.0,0.035,688.0,57.0,186.0,128.0,0.570677821025692,0.5280833282843321,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003,,
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.02,0.07,0.05,0.01,2.0,0.045000000000000005,688.0,57.0,186.0,128.0,0.5421917327310295,0.46753595346673177,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003,,
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.03,0.08,0.05,0.01,3.0,0.055,688.0,57.0,186.0,128.0,0.6027595227265717,0.4665516230780973,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0003999200159968006,,
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.04,0.09,0.05,0.01,4.0,0.065,688.0,57.0,186.0,128.0,0.5904191090478079,0.4302778074845045,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0023995200959808036,,
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.0,0.05,0.05,0.01,0.0,0.025,692.0,145.0,171.0,152.0,0.4324882823870316,0.3132532540667655,0.020689655172413793,0.006896551724137931,3.0,145.0,0.0001999600079984003,,
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.01,0.060000000000000005,0.05,0.01,1.0,0.035,692.0,145.0,171.0,152.0,0.5113782046994376,0.31198532398038004,0.020689655172413793,0.006896551724137931,3.0,145.0,0.0001999600079984003,,
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.02,0.07,0.05,0.01,2.0,0.045000000000000005,692.0,145.0,171.0,152.0,0.39594689931654836,0.24784244090187008,0.020689655172413793,0.006896551724137931,3.0,145.0,0.0001999600079984003,,
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.03,0.08,0.05,0.01,3.0,0.055,692.0,145.0,171.0,152.0,0.41283824203370356,0.3212552106435905,0.020689655172413793,0.006896551724137931,3.0,145.0,0.0001999600079984003,,
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.04,0.09,0.05,0.01,4.0,0.065,692.0,145.0,171.0,152.0,0.5310295226217814,0.5045826388950675,0.020689655172413793,0.006896551724137931,3.0,145.0,0.0001999600079984003,,
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.0,0.05,0.05,0.01,0.0,0.025,655.0,117.0,176.0,124.0,0.7251436831394016,0.7171239222698745,0.02564102564102564,0.008547008547008548,3.0,117.0,0.0001999600079984003,,
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.01,0.060000000000000005,0.05,0.01,1.0,0.035,655.0,117.0,176.0,124.0,0.5188826514168372,0.4912089221256101,0.02564102564102564,0.008547008547008548,3.0,117.0,0.0001999600079984003,,
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.02,0.07,0.05,0.01,2.0,0.045000000000000005,655.0,117.0,176.0,124.0,0.3607868580954952,0.35848644697304854,0.02564102564102564,0.008547008547008548,3.0,117.0,0.0001999600079984003,,
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.03,0.08,0.05,0.01,3.0,0.055,655.0,117.0,176.0,124.0,0.2832559416197027,0.2379792279139165,0.02564102564102564,0.008547008547008548,3.0,117.0,0.0001999600079984003,,
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.04,0.09,0.05,0.01,4.0,0.065,655.0,117.0,176.0,124.0,0.18103580766442293,0.13546349274188382,0.02564102564102564,0.008547008547008548,3.0,117.0,0.005198960207958408,,
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.0,0.05,0.05,0.01,0.0,0.025,443.0,117.0,98.0,105.0,0.030615602811060807,0.0002942777608522899,0.02564102564102564,0.008547008547008548,3.0,117.0,0.8226354729054189,,
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.01,0.060000000000000005,0.05,0.01,1.0,0.035,443.0,117.0,98.0,105.0,0.11810730262255614,0.06022848191598108,0.02564102564102564,0.008547008547008548,3.0,117.0,0.05438912217556489,,
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.02,0.07,0.05,0.01,2.0,0.045000000000000005,443.0,117.0,98.0,105.0,0.11289149846068722,0.058937116188158466,0.02564102564102564,0.008547008547008548,3.0,117.0,0.0613877224555089,,
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.03,0.08,0.05,0.01,3.0,0.055,443.0,117.0,98.0,105.0,0.12965661154399782,0.06645639869082917,0.02564102564102564,0.008547008547008548,3.0,117.0,0.011197760447910418,,
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.04,0.09,0.05,0.01,4.0,0.065,443.0,117.0,98.0,105.0,0.17146193378053093,0.0774797262614438,0.02564102564102564,0.008547008547008548,3.0,117.0,0.006798640271945611,,
b22f694e-4a34-4142-ab9d-2556c3487086,,,,,,,,,,,,,,,,,,,,failed,"OSError(122, 'Disk quota exceeded')"
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.0,0.05,0.05,0.01,0.0,0.025,972.0,266.0,215.0,193.0,0.2792805408052368,0.18001307594322893,0.011278195488721804,0.0037593984962406013,3.0,266.0,0.0001999600079984003,,
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.01,0.060000000000000005,0.05,0.01,1.0,0.035,972.0,266.0,215.0,193.0,0.2821038328481264,0.16439642800248844,0.011278195488721804,0.0037593984962406013,3.0,266.0,0.0001999600079984003,,
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.02,0.07,0.05,0.01,2.0,0.045000000000000005,972.0,266.0,215.0,193.0,0.2876392961971084,0.031701065930951136,0.011278195488721804,0.0037593984962406013,3.0,266.0,0.005598880223955209,,
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.03,0.08,0.05,0.01,3.0,0.055,972.0,266.0,215.0,193.0,0.2966700093747607,0.0005136750376611033,0.011278195488721804,0.0037593984962406013,3.0,266.0,0.7218556288742252,,
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.04,0.09,0.05,0.01,4.0,0.065,972.0,266.0,215.0,193.0,0.3063479605262651,0.002218655403471498,0.011278195488721804,0.0037593984962406013,3.0,266.0,0.4573085382923415,,
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.0,0.05,0.05,0.01,0.0,0.025,1111.0,40.0,251.0,234.0,0.33179211716945173,0.0697614551689409,0.075,0.025,3.0,40.0,0.2917416516696661,,
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.01,0.060000000000000005,0.05,0.01,1.0,0.035,1111.0,40.0,251.0,234.0,0.0700916760041149,0.01756705766486887,0.075,0.025,3.0,40.0,0.36112777444511096,,
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.02,0.07,0.05,0.01,2.0,0.045000000000000005,1111.0,40.0,251.0,234.0,0.08275068611887353,0.0065381451692896496,0.075,0.025,3.0,40.0,0.48270345930813835,,
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.03,0.08,0.05,0.01,3.0,0.055,1111.0,40.0,251.0,234.0,0.09446871850015573,0.0005842520917974434,0.075,0.025,3.0,40.0,0.8518296340731853,,
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.04,0.09,0.05,0.01,4.0,0.065,1111.0,40.0,251.0,234.0,0.09147479558833962,0.020059728954066672,0.075,0.025,3.0,40.0,0.4957008598280344,,
09394481-8dd2-4d5c-9327-f2753ede92d7,da57bb3a-b0f2-465d-a5fc-cc84341450b0,VISp,0.0,0.05,0.05,0.01,0.0,0.025,912.0,32.0,172.0,229.0,0.07512367231395212,0.04987419900052972,0.09375,0.03125,3.0,32.0,0.20255948810237953,,
09394481-8dd2-4d5c-9327-f2753ede92d7,da57bb3a-b0f2-465d-a5fc-cc84341450b0,VISp,0.01,0.060000000000000005,0.05,0.01,1.0,0.035,912.0,32.0,172.0,229.0,0.16578461146734774,0.01798976286780648,0.09375,0.03125,3.0,32.0,0.47530493901219756,,
