eid,axis_key,axis_label,cond_a,cond_b,signed_a,signed_b,span,midpoint,category,cosine_global,sort_key,category_order
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.25)), (np.float64(0.0), np.float64(1.0)))","(0,0.25) vs (0,1)","(np.float64(0.0), np.float64(0.25))","(np.float64(0.0), np.float64(1.0))",-0.25,-1.0,0.75,-0.625,both_high,0.3686125408828356,"(-0.625, 0.75, '((np.float64(0.0), np.float64(0.25)), (np.float64(0.0), np.float64(1.0)))')",0
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(1.0)), (np.float64(0.25), np.float64(0.0)))","(0,1) vs (0.25,0)","(np.float64(0.0), np.float64(1.0))","(np.float64(0.25), np.float64(0.0))",-1.0,0.25,1.25,-0.375,both_high,0.22336000459292835,"(-0.375, 1.25, '((np.float64(0.0), np.float64(1.0)), (np.float64(0.25), np.float64(0.0)))')",0
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.25)), (np.float64(0.25), np.float64(0.0)))","(0,0.25) vs (0.25,0)","(np.float64(0.0), np.float64(0.25))","(np.float64(0.25), np.float64(0.0))",-0.25,0.25,0.5,0.0,both_high,0.6163311173566784,"(0.0, 0.5, '((np.float64(0.0), np.float64(0.25)), (np.float64(0.25), np.float64(0.0)))')",0
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(1.0)), (np.float64(1.0), np.float64(0.0)))","(0,1) vs (1,0)","(np.float64(0.0), np.float64(1.0))","(np.float64(1.0), np.float64(0.0))",-1.0,1.0,2.0,0.0,both_high,0.9999999999989999,"(0.0, 2.0, '((np.float64(0.0), np.float64(1.0)), (np.float64(1.0), np.float64(0.0)))')",0
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.25)), (np.float64(1.0), np.float64(0.0)))","(0,0.25) vs (1,0)","(np.float64(0.0), np.float64(0.25))","(np.float64(1.0), np.float64(0.0))",-0.25,1.0,1.25,0.375,both_high,0.7136175862078605,"(0.375, 1.25, '((np.float64(0.0), np.float64(0.25)), (np.float64(1.0), np.float64(0.0)))')",0
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.25), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))","(0.25,0) vs (1,0)","(np.float64(0.25), np.float64(0.0))","(np.float64(1.0), np.float64(0.0))",0.25,1.0,0.75,0.625,both_high,0.7585051823388512,"(0.625, 0.75, '((np.float64(0.25), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))')",0
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.125)), (np.float64(0.0), np.float64(1.0)))","(0,0.125) vs (0,1)","(np.float64(0.0), np.float64(0.125))","(np.float64(0.0), np.float64(1.0))",-0.125,-1.0,0.875,-0.5625,one_high,0.3214533593391326,"(-0.5625, 0.875, '((np.float64(0.0), np.float64(0.125)), (np.float64(0.0), np.float64(1.0)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(1.0)))","(0,0.0625) vs (0,1)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.0), np.float64(1.0))",-0.0625,-1.0,0.9375,-0.53125,one_high,0.39983133659571785,"(-0.53125, 0.9375, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(1.0)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(1.0)))","(0,0) vs (0,1)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(1.0))",0.0,-1.0,1.0,-0.5,one_high,0.4032962545607567,"(-0.5, 1.0, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(1.0)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(1.0)), (np.float64(0.0625), np.float64(0.0)))","(0,1) vs (0.0625,0)","(np.float64(0.0), np.float64(1.0))","(np.float64(0.0625), np.float64(0.0))",-1.0,0.0625,1.0625,-0.46875,one_high,0.3892508865688987,"(-0.46875, 1.0625, '((np.float64(0.0), np.float64(1.0)), (np.float64(0.0625), np.float64(0.0)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(1.0)), (np.float64(0.125), np.float64(0.0)))","(0,1) vs (0.125,0)","(np.float64(0.0), np.float64(1.0))","(np.float64(0.125), np.float64(0.0))",-1.0,0.125,1.125,-0.4375,one_high,0.07873537907238445,"(-0.4375, 1.125, '((np.float64(0.0), np.float64(1.0)), (np.float64(0.125), np.float64(0.0)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.125)), (np.float64(0.0), np.float64(0.25)))","(0,0.125) vs (0,0.25)","(np.float64(0.0), np.float64(0.125))","(np.float64(0.0), np.float64(0.25))",-0.125,-0.25,0.125,-0.1875,one_high,0.028477961015933112,"(-0.1875, 0.125, '((np.float64(0.0), np.float64(0.125)), (np.float64(0.0), np.float64(0.25)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(0.25)))","(0,0.0625) vs (0,0.25)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.0), np.float64(0.25))",-0.0625,-0.25,0.1875,-0.15625,one_high,0.38988026335057085,"(-0.15625, 0.1875, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(0.25)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.25)))","(0,0) vs (0,0.25)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.25))",0.0,-0.25,0.25,-0.125,one_high,0.4277985238579805,"(-0.125, 0.25, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.25)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.25)), (np.float64(0.0625), np.float64(0.0)))","(0,0.25) vs (0.0625,0)","(np.float64(0.0), np.float64(0.25))","(np.float64(0.0625), np.float64(0.0))",-0.25,0.0625,0.3125,-0.09375,one_high,0.3909483867482607,"(-0.09375, 0.3125, '((np.float64(0.0), np.float64(0.25)), (np.float64(0.0625), np.float64(0.0)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.25)), (np.float64(0.125), np.float64(0.0)))","(0,0.25) vs (0.125,0)","(np.float64(0.0), np.float64(0.25))","(np.float64(0.125), np.float64(0.0))",-0.25,0.125,0.375,-0.0625,one_high,0.8292553032985511,"(-0.0625, 0.375, '((np.float64(0.0), np.float64(0.25)), (np.float64(0.125), np.float64(0.0)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.125)), (np.float64(0.25), np.float64(0.0)))","(0,0.125) vs (0.25,0)","(np.float64(0.0), np.float64(0.125))","(np.float64(0.25), np.float64(0.0))",-0.125,0.25,0.375,0.0625,one_high,0.5115972731096723,"(0.0625, 0.375, '((np.float64(0.0), np.float64(0.125)), (np.float64(0.25), np.float64(0.0)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.25), np.float64(0.0)))","(0,0.0625) vs (0.25,0)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.25), np.float64(0.0))",-0.0625,0.25,0.3125,0.09375,one_high,0.5583127828615925,"(0.09375, 0.3125, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.25), np.float64(0.0)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))","(0,0) vs (0.25,0)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.25), np.float64(0.0))",0.0,0.25,0.25,0.125,one_high,0.5285442866780736,"(0.125, 0.25, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0625), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))","(0.0625,0) vs (0.25,0)","(np.float64(0.0625), np.float64(0.0))","(np.float64(0.25), np.float64(0.0))",0.0625,0.25,0.1875,0.15625,one_high,0.5514893202933754,"(0.15625, 0.1875, '((np.float64(0.0625), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.125), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))","(0.125,0) vs (0.25,0)","(np.float64(0.125), np.float64(0.0))","(np.float64(0.25), np.float64(0.0))",0.125,0.25,0.125,0.1875,one_high,0.04568358177963379,"(0.1875, 0.125, '((np.float64(0.125), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.125)), (np.float64(1.0), np.float64(0.0)))","(0,0.125) vs (1,0)","(np.float64(0.0), np.float64(0.125))","(np.float64(1.0), np.float64(0.0))",-0.125,1.0,1.125,0.4375,one_high,0.6625351225709504,"(0.4375, 1.125, '((np.float64(0.0), np.float64(0.125)), (np.float64(1.0), np.float64(0.0)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.0625)), (np.float64(1.0), np.float64(0.0)))","(0,0.0625) vs (1,0)","(np.float64(0.0), np.float64(0.0625))","(np.float64(1.0), np.float64(0.0))",-0.0625,1.0,1.0625,0.46875,one_high,0.6657382649604618,"(0.46875, 1.0625, '((np.float64(0.0), np.float64(0.0625)), (np.float64(1.0), np.float64(0.0)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))","(0,0) vs (1,0)","(np.float64(0.0), np.float64(0.0))","(np.float64(1.0), np.float64(0.0))",0.0,1.0,1.0,0.5,one_high,0.6240338871121776,"(0.5, 1.0, '((np.float64(0.0), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0625), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))","(0.0625,0) vs (1,0)","(np.float64(0.0625), np.float64(0.0))","(np.float64(1.0), np.float64(0.0))",0.0625,1.0,0.9375,0.53125,one_high,0.654207852375936,"(0.53125, 0.9375, '((np.float64(0.0625), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.125), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))","(0.125,0) vs (1,0)","(np.float64(0.125), np.float64(0.0))","(np.float64(1.0), np.float64(0.0))",0.125,1.0,0.875,0.5625,one_high,0.5064968627765719,"(0.5625, 0.875, '((np.float64(0.125), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))')",1
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(0.125)))","(0,0.0625) vs (0,0.125)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.0), np.float64(0.125))",-0.0625,-0.125,0.0625,-0.09375,neither_high,0.5833381523707744,"(-0.09375, 0.0625, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(0.125)))')",2
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.125)))","(0,0) vs (0,0.125)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.125))",0.0,-0.125,0.125,-0.0625,neither_high,0.4872140593015246,"(-0.0625, 0.125, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.125)))')",2
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.0625)))","(0,0) vs (0,0.0625)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.0625))",0.0,-0.0625,0.0625,-0.03125,neither_high,0.36956539956183454,"(-0.03125, 0.0625, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.0625)))')",2
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.125)), (np.float64(0.0625), np.float64(0.0)))","(0,0.125) vs (0.0625,0)","(np.float64(0.0), np.float64(0.125))","(np.float64(0.0625), np.float64(0.0))",-0.125,0.0625,0.1875,-0.03125,neither_high,0.5397409032424765,"(-0.03125, 0.1875, '((np.float64(0.0), np.float64(0.125)), (np.float64(0.0625), np.float64(0.0)))')",2
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0625), np.float64(0.0)))","(0,0.0625) vs (0.0625,0)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.0625), np.float64(0.0))",-0.0625,0.0625,0.125,0.0,neither_high,0.003927499650418148,"(0.0, 0.125, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0625), np.float64(0.0)))')",2
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.125)), (np.float64(0.125), np.float64(0.0)))","(0,0.125) vs (0.125,0)","(np.float64(0.0), np.float64(0.125))","(np.float64(0.125), np.float64(0.0))",-0.125,0.125,0.25,0.0,neither_high,0.853354826701842,"(0.0, 0.25, '((np.float64(0.0), np.float64(0.125)), (np.float64(0.125), np.float64(0.0)))')",2
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.0625), np.float64(0.0)))","(0,0) vs (0.0625,0)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0625), np.float64(0.0))",0.0,0.0625,0.0625,0.03125,neither_high,0.3807357504476475,"(0.03125, 0.0625, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.0625), np.float64(0.0)))')",2
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.125), np.float64(0.0)))","(0,0.0625) vs (0.125,0)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.125), np.float64(0.0))",-0.0625,0.125,0.1875,0.03125,neither_high,0.7847185734875556,"(0.03125, 0.1875, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.125), np.float64(0.0)))')",2
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.125), np.float64(0.0)))","(0,0) vs (0.125,0)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.125), np.float64(0.0))",0.0,0.125,0.125,0.0625,neither_high,0.6786338559809483,"(0.0625, 0.125, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.125), np.float64(0.0)))')",2
b9c205c3-feac-485b-a89d-afc96d9cb280,"((np.float64(0.0625), np.float64(0.0)), (np.float64(0.125), np.float64(0.0)))","(0.0625,0) vs (0.125,0)","(np.float64(0.0625), np.float64(0.0))","(np.float64(0.125), np.float64(0.0))",0.0625,0.125,0.0625,0.09375,neither_high,0.7658355188968752,"(0.09375, 0.0625, '((np.float64(0.0625), np.float64(0.0)), (np.float64(0.125), np.float64(0.0)))')",2
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.25)), (np.float64(0.0), np.float64(1.0)))","(0,0.25) vs (0,1)","(np.float64(0.0), np.float64(0.25))","(np.float64(0.0), np.float64(1.0))",-0.25,-1.0,0.75,-0.625,both_high,0.28782132576610736,"(-0.625, 0.75, '((np.float64(0.0), np.float64(0.25)), (np.float64(0.0), np.float64(1.0)))')",0
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(1.0)), (np.float64(0.25), np.float64(0.0)))","(0,1) vs (0.25,0)","(np.float64(0.0), np.float64(1.0))","(np.float64(0.25), np.float64(0.0))",-1.0,0.25,1.25,-0.375,both_high,0.25150111358720745,"(-0.375, 1.25, '((np.float64(0.0), np.float64(1.0)), (np.float64(0.25), np.float64(0.0)))')",0
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.25)), (np.float64(0.25), np.float64(0.0)))","(0,0.25) vs (0.25,0)","(np.float64(0.0), np.float64(0.25))","(np.float64(0.25), np.float64(0.0))",-0.25,0.25,0.5,0.0,both_high,0.7213705354558643,"(0.0, 0.5, '((np.float64(0.0), np.float64(0.25)), (np.float64(0.25), np.float64(0.0)))')",0
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(1.0)), (np.float64(1.0), np.float64(0.0)))","(0,1) vs (1,0)","(np.float64(0.0), np.float64(1.0))","(np.float64(1.0), np.float64(0.0))",-1.0,1.0,2.0,0.0,both_high,0.9999999999989999,"(0.0, 2.0, '((np.float64(0.0), np.float64(1.0)), (np.float64(1.0), np.float64(0.0)))')",0
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.25)), (np.float64(1.0), np.float64(0.0)))","(0,0.25) vs (1,0)","(np.float64(0.0), np.float64(0.25))","(np.float64(1.0), np.float64(0.0))",-0.25,1.0,1.25,0.375,both_high,0.7750489007947226,"(0.375, 1.25, '((np.float64(0.0), np.float64(0.25)), (np.float64(1.0), np.float64(0.0)))')",0
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.25), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))","(0.25,0) vs (1,0)","(np.float64(0.25), np.float64(0.0))","(np.float64(1.0), np.float64(0.0))",0.25,1.0,0.75,0.625,both_high,0.6198639299933254,"(0.625, 0.75, '((np.float64(0.25), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))')",0
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.125)), (np.float64(0.0), np.float64(1.0)))","(0,0.125) vs (0,1)","(np.float64(0.0), np.float64(0.125))","(np.float64(0.0), np.float64(1.0))",-0.125,-1.0,0.875,-0.5625,one_high,0.3548468318054385,"(-0.5625, 0.875, '((np.float64(0.0), np.float64(0.125)), (np.float64(0.0), np.float64(1.0)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(1.0)))","(0,0.0625) vs (0,1)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.0), np.float64(1.0))",-0.0625,-1.0,0.9375,-0.53125,one_high,0.43939539659594007,"(-0.53125, 0.9375, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(1.0)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(1.0)))","(0,0) vs (0,1)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(1.0))",0.0,-1.0,1.0,-0.5,one_high,0.40912918851625585,"(-0.5, 1.0, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(1.0)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(1.0)), (np.float64(0.0625), np.float64(0.0)))","(0,1) vs (0.0625,0)","(np.float64(0.0), np.float64(1.0))","(np.float64(0.0625), np.float64(0.0))",-1.0,0.0625,1.0625,-0.46875,one_high,0.3056396192300871,"(-0.46875, 1.0625, '((np.float64(0.0), np.float64(1.0)), (np.float64(0.0625), np.float64(0.0)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(1.0)), (np.float64(0.125), np.float64(0.0)))","(0,1) vs (0.125,0)","(np.float64(0.0), np.float64(1.0))","(np.float64(0.125), np.float64(0.0))",-1.0,0.125,1.125,-0.4375,one_high,0.09296237726063868,"(-0.4375, 1.125, '((np.float64(0.0), np.float64(1.0)), (np.float64(0.125), np.float64(0.0)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.125)), (np.float64(0.0), np.float64(0.25)))","(0,0.125) vs (0,0.25)","(np.float64(0.0), np.float64(0.125))","(np.float64(0.0), np.float64(0.25))",-0.125,-0.25,0.125,-0.1875,one_high,0.3949099397123858,"(-0.1875, 0.125, '((np.float64(0.0), np.float64(0.125)), (np.float64(0.0), np.float64(0.25)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(0.25)))","(0,0.0625) vs (0,0.25)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.0), np.float64(0.25))",-0.0625,-0.25,0.1875,-0.15625,one_high,0.4999142537365904,"(-0.15625, 0.1875, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(0.25)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.25)))","(0,0) vs (0,0.25)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.25))",0.0,-0.25,0.25,-0.125,one_high,0.4538287657218953,"(-0.125, 0.25, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.25)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.25)), (np.float64(0.0625), np.float64(0.0)))","(0,0.25) vs (0.0625,0)","(np.float64(0.0), np.float64(0.25))","(np.float64(0.0625), np.float64(0.0))",-0.25,0.0625,0.3125,-0.09375,one_high,0.3017048875265041,"(-0.09375, 0.3125, '((np.float64(0.0), np.float64(0.25)), (np.float64(0.0625), np.float64(0.0)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.25)), (np.float64(0.125), np.float64(0.0)))","(0,0.25) vs (0.125,0)","(np.float64(0.0), np.float64(0.25))","(np.float64(0.125), np.float64(0.0))",-0.25,0.125,0.375,-0.0625,one_high,0.40525043109178094,"(-0.0625, 0.375, '((np.float64(0.0), np.float64(0.25)), (np.float64(0.125), np.float64(0.0)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.125)), (np.float64(0.25), np.float64(0.0)))","(0,0.125) vs (0.25,0)","(np.float64(0.0), np.float64(0.125))","(np.float64(0.25), np.float64(0.0))",-0.125,0.25,0.375,0.0625,one_high,0.6209618452916715,"(0.0625, 0.375, '((np.float64(0.0), np.float64(0.125)), (np.float64(0.25), np.float64(0.0)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.25), np.float64(0.0)))","(0,0.0625) vs (0.25,0)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.25), np.float64(0.0))",-0.0625,0.25,0.3125,0.09375,one_high,0.618708823942973,"(0.09375, 0.3125, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.25), np.float64(0.0)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))","(0,0) vs (0.25,0)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.25), np.float64(0.0))",0.0,0.25,0.25,0.125,one_high,0.5873543822388009,"(0.125, 0.25, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0625), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))","(0.0625,0) vs (0.25,0)","(np.float64(0.0625), np.float64(0.0))","(np.float64(0.25), np.float64(0.0))",0.0625,0.25,0.1875,0.15625,one_high,0.5212629862713364,"(0.15625, 0.1875, '((np.float64(0.0625), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.125), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))","(0.125,0) vs (0.25,0)","(np.float64(0.125), np.float64(0.0))","(np.float64(0.25), np.float64(0.0))",0.125,0.25,0.125,0.1875,one_high,0.5997831952882892,"(0.1875, 0.125, '((np.float64(0.125), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.125)), (np.float64(1.0), np.float64(0.0)))","(0,0.125) vs (1,0)","(np.float64(0.0), np.float64(0.125))","(np.float64(1.0), np.float64(0.0))",-0.125,1.0,1.125,0.4375,one_high,0.6489860565373691,"(0.4375, 1.125, '((np.float64(0.0), np.float64(0.125)), (np.float64(1.0), np.float64(0.0)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.0625)), (np.float64(1.0), np.float64(0.0)))","(0,0.0625) vs (1,0)","(np.float64(0.0), np.float64(0.0625))","(np.float64(1.0), np.float64(0.0))",-0.0625,1.0,1.0625,0.46875,one_high,0.6356786924591896,"(0.46875, 1.0625, '((np.float64(0.0), np.float64(0.0625)), (np.float64(1.0), np.float64(0.0)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))","(0,0) vs (1,0)","(np.float64(0.0), np.float64(0.0))","(np.float64(1.0), np.float64(0.0))",0.0,1.0,1.0,0.5,one_high,0.6145196798774727,"(0.5, 1.0, '((np.float64(0.0), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0625), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))","(0.0625,0) vs (1,0)","(np.float64(0.0625), np.float64(0.0))","(np.float64(1.0), np.float64(0.0))",0.0625,1.0,0.9375,0.53125,one_high,0.5752595207879981,"(0.53125, 0.9375, '((np.float64(0.0625), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.125), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))","(0.125,0) vs (1,0)","(np.float64(0.125), np.float64(0.0))","(np.float64(1.0), np.float64(0.0))",0.125,1.0,0.875,0.5625,one_high,0.6577113728008477,"(0.5625, 0.875, '((np.float64(0.125), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))')",1
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(0.125)))","(0,0.0625) vs (0,0.125)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.0), np.float64(0.125))",-0.0625,-0.125,0.0625,-0.09375,neither_high,0.5735411796981433,"(-0.09375, 0.0625, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(0.125)))')",2
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.125)))","(0,0) vs (0,0.125)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.125))",0.0,-0.125,0.125,-0.0625,neither_high,0.4855034827420735,"(-0.0625, 0.125, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.125)))')",2
