eid,pid,target_prefix,bin_start,bin_end,bin_size,step_size,bin_index,bin_idx,time,n_trials,n_units,n_pos,n_neg,overlap_topk,cosine2_top1,expected_random_overlap,expected_random_cosine2,k_eff,n_eff,null_pval,status,n_active_units
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.05,0.1,0.05,0.01,1,0,0.07500000000000001,655,109,176.0,124.0,0.23966746809867487,0.07563069264375255,0.027522935779816515,0.009174311926605505,3.0,109.0,0.016596680663867228,ok,109
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.060000000000000005,0.11000000000000001,0.05,0.01,2,0,0.085,655,108,176.0,124.0,0.12667785662977019,0.0068997292713072825,0.027777777777777776,0.009259259259259259,3.0,108.0,0.2709458108378324,ok,108
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.07,0.12000000000000001,0.05,0.01,3,0,0.095,655,109,176.0,124.0,0.24568792746910836,0.01312162543954159,0.027522935779816515,0.009174311926605505,3.0,109.0,0.17796440711857628,ok,109
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.08000000000000002,0.13,0.05,0.01,4,0,0.10500000000000001,655,110,176.0,124.0,0.3842318139369206,0.20650995737793887,0.02727272727272727,0.00909090909090909,3.0,110.0,0.003999200159968006,ok,110
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.09000000000000001,0.14,0.05,0.01,5,0,0.11500000000000002,655,105,176.0,124.0,0.6070561380886108,0.388854918770317,0.02857142857142857,0.009523809523809525,3.0,105.0,0.0005998800239952009,ok,105
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.04,0.09,0.05,0.01,0,0,0.065,443,114,98.0,105.0,0.17146193378053087,0.0774797262614437,0.02631578947368421,0.008771929824561403,3.0,114.0,0.009598080383923215,ok,114
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.05,0.1,0.05,0.01,1,0,0.07500000000000001,443,112,98.0,105.0,0.09404626013942836,0.08178595625049546,0.026785714285714284,0.008928571428571428,3.0,112.0,0.006798640271945611,ok,112
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.060000000000000005,0.11000000000000001,0.05,0.01,2,0,0.085,443,112,98.0,105.0,0.07952950940459698,0.02873486796620441,0.026785714285714284,0.008928571428571428,3.0,112.0,0.08098380323935213,ok,112
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.07,0.12000000000000001,0.05,0.01,3,0,0.095,443,114,98.0,105.0,0.27744373521766674,0.13161182810070973,0.02631578947368421,0.008771929824561403,3.0,114.0,0.0009998000399920016,ok,114
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.08000000000000002,0.13,0.05,0.01,4,0,0.10500000000000001,443,113,98.0,105.0,0.320185242192181,0.22178359128119682,0.02654867256637168,0.008849557522123894,3.0,113.0,0.0001999600079984003,ok,113
