target_prefix,eid,epsilon,se_intercept,p_value,slope,is_collapsed
VISam,73918ae1-e4fd-4c18-b132-00cb555b1ad2,0.18397420673433373,0.0019267645345785445,0.0,1.0414254180125964,False
VISam,f304211a-81b1-446f-a435-25e589fe3a5a,0.14443225316732622,0.0025404942322932544,0.0,2.1244834627453666,False
VISam,10fac7a1-919d-4ca7-83c4-4675bd8d9416,0.15312883191476198,0.002807893243080545,0.0,1.8214663611515118,False
VISam,a2b9fbbe-79fc-4166-a16e-b307813a2f06,0.23607377994803444,0.00040742313572878636,0.0,0.1183685738628149,True
VISam,9b528ad0-4599-4a55-9148-96cc1d93fb24,0.24246961896152258,0.000326970668543891,0.0,-0.01869292725278555,True
VISam,3bcb81b4-d9ca-4fc9-a1cd-353a966239ca,0.10479962031075242,0.0006288590201643652,0.0,1.1093436721651608,False
VISam,6c6b0d06-6039-4525-a74b-58cfaa1d3a60,0.23332731829138087,0.0005189516630960852,0.0,0.13639599297941504,True
VISam,239dd3c9-35f3-4462-95ee-91b822a22e6b,0.24274055505137102,0.00033130856729582066,0.0,-0.028421397040956958,True
VISam,dd4da095-4a99-4bf3-9727-f735077dba66,0.23679622599302597,0.0004140103852978366,0.0,0.06319896207493472,True
