eid,pid,target_prefix,bin_start,bin_end,bin_idx,time,k_pa,n_active_units,status,n_pos,n_neg,signal_norm,T_obs_raw,T_obs_corrected,mean_noise_scale,haar_status,haar_null_mean_corrected,haar_null_median_corrected,haar_null_p05_corrected,haar_null_p95_corrected,haar_p_lower_corrected,haar_p_upper_corrected,pairing_null_mean_corrected,pairing_null_median_corrected,pairing_null_p05_corrected,pairing_null_p95_corrected,pairing_p_lower_corrected,pairing_p_upper_corrected
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.02,0.05,2,0.035,10,265,ok,215,193,36.775513357586995,0.28791754170291417,0.19942495223430348,0.009832509940956743,ok,0.16132039356119873,0.1480500445487619,0.02780417957921786,0.34193573879275346,0.7145708582834331,0.2874251497005988,0.16541262998142395,0.16435759223999136,0.07456820968023647,0.2680662068758653,0.7524950099800399,0.249500998003992
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.03,0.06,3,0.045,10,266,ok,215,193,35.85204209791855,0.28242536797049733,0.19393277850188664,0.009832509940956743,ok,0.18588207848754104,0.1718716692417972,0.04228388140699194,0.38028742166885865,0.5788423153692615,0.4231536926147705,0.19032618281071814,0.18832045560951619,0.08915821257347484,0.3199850601621718,0.5289421157684631,0.47305389221556887
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.04,0.07,4,0.05500000000000001,10,266,ok,215,193,35.69677180343647,0.31008142585022275,0.22158883638161206,0.009832509940956743,ok,0.2334033051395683,0.2234764091091523,0.07122293210580247,0.45432795650201074,0.49700598802395207,0.5049900199600799,0.23699383711150274,0.23129559063626237,0.1349249942113753,0.3450092023478268,0.4431137724550898,0.5588822355289421
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.05,0.08,5,0.065,10,265,ok,215,193,35.32126818502382,0.29543510850131005,0.20694251903269942,0.009832509940956743,ok,0.2377826450411137,0.22540316823011736,0.07349058074041179,0.4583286120160318,0.4491017964071856,0.5528942115768463,0.24541425300488548,0.24327071752621093,0.09524756359459034,0.4371344017293075,0.38323353293413176,0.6187624750499002
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.06,0.09,6,0.075,10,265,ok,215,193,35.7050687924525,0.32347103863303117,0.23497844916442054,0.009832509940956743,ok,0.2659264934534246,0.25494637721545843,0.0842750603086815,0.5070072116496154,0.4491017964071856,0.5528942115768463,0.27530316677479355,0.2686992543733882,0.10011249070251613,0.5251127444285277,0.3772455089820359,0.624750499001996
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.07,0.1,7,0.085,10,264,ok,215,193,35.67506968933855,0.23611203339000797,0.1476194439213973,0.009832509940956743,ok,0.10115705136701221,0.09042042386078372,-0.005644408674283562,0.247629114123131,0.7704590818363274,0.2315369261477046,0.10059894581659846,0.09622654444040349,0.01633752403025046,0.19145741630153282,0.7944111776447106,0.20758483033932135
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.0,0.03,0,0.015,14,136,ok,152,159,21.29928939853868,0.10953751834833089,-0.057749803730450716,0.012868255544521682,nonpositive_corrected_block_energy,,,,,,,-0.048538504747710445,-0.048291533483393864,-0.05790012791516905,-0.039537339014470596,0.05588822355289421,0.9461077844311377
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.01,0.04,1,0.025,14,136,ok,152,159,21.43932874031636,0.09502734271753031,-0.07225997936125132,0.012868255544521682,nonpositive_corrected_block_energy,,,,,,,-0.07913654243901726,-0.07732157662078626,-0.10470783800162789,-0.06444593118368104,0.7045908183632734,0.29740518962075846
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.02,0.05,2,0.035,14,134,ok,152,159,22.993440108196648,0.14162843190805827,-0.02565889017072337,0.012868255544521682,nonpositive_corrected_block_energy,,,,,,,-0.030175384039026646,-0.02916366247618203,-0.05066398725934355,-0.01329093145495055,0.5968063872255489,0.405189620758483
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.03,0.06,3,0.045,14,132,ok,152,159,23.48217740591712,0.33750586535037824,0.17021854327159658,0.012868255544521682,ok,0.16471219597592823,0.1510855750610548,-0.009254774721933917,0.3717116343406053,0.5728542914171657,0.4291417165668663,0.1623544177472129,0.16406871745586465,0.128967202658921,0.1899936875255498,0.626746506986028,0.37524950099800397
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.04,0.07,4,0.05500000000000001,14,139,ok,152,159,28.482184048799972,0.4859099381002626,0.318622616021481,0.012868255544521682,ok,0.3457802100633363,0.3305426446728047,0.11046345643445804,0.6275053043710582,0.469061876247505,0.5329341317365269,0.3432579837971384,0.34729550395721037,0.2596136192127263,0.4030722615691053,0.24151696606786427,0.7604790419161677
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.05,0.08,5,0.065,14,139,ok,152,159,33.718381745368205,0.7205992527143452,0.5533119306355634,0.012868255544521682,ok,0.7095485055329928,0.6975424427759038,0.3657195871602078,1.1126749405836802,0.22954091816367264,0.7724550898203593,0.7061477329283149,0.7240518701975778,0.2767969325612721,0.9357748996534024,0.14171656686626746,0.8602794411177644
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.06,0.09,6,0.075,14,139,ok,152,159,41.05923827716021,1.232823031033503,1.0655357089547213,0.012868255544521682,ok,1.2816001195308468,1.2763544255265593,0.7826661017195078,1.8144414134196947,0.23952095808383234,0.7624750499001997,1.2898474960571915,1.387138883817106,0.5538534646050132,1.609805316214149,0.2155688622754491,0.7864271457085829
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.07,0.1,7,0.085,14,140,ok,152,159,45.60974840305345,1.3017563531498202,1.1344690310710384,0.012868255544521682,ok,1.485155439565502,1.4789102474103666,0.9532839709946526,2.057438407032974,0.13373253493013973,0.8682634730538922,1.4808091999016297,1.5125996987834212,0.8428859468700589,1.8516504915824121,0.11177644710578842,0.8902195608782435
