eid,pid,target_prefix,bin_start,bin_end,bin_size,step_size,bin_idx,time,n_trials,n_units,n_active_units,status,n_pos,n_neg,overlap_topk,cosine2_top1,expected_random_overlap,expected_random_cosine2,k_eff,n_eff,null_pval
d901aff5-2250-467a-b4a1-0cb9729df9e2,12c0f3a9-518e-4dac-9651-5d95c2b4730f,VISl,0.06,0.09,0.03,0.01,6,0.075,458,16,15,ok,96.0,102.0,0.7174508113565581,0.009669419548215053,0.1875,0.0625,3.0,16.0,0.6330733853229354
d901aff5-2250-467a-b4a1-0cb9729df9e2,12c0f3a9-518e-4dac-9651-5d95c2b4730f,VISl,0.07,0.1,0.03,0.01,7,0.085,458,16,15,ok,96.0,102.0,0.6489946342153329,0.020042589123022137,0.1875,0.0625,3.0,16.0,0.3727254549090182
5d6aa933-4b00-4e99-ae2d-5003657592e9,61ed1a53-2f33-4a83-82ba-ec7dfa65bf60,VISl,0.0,0.03,0.03,0.01,0,0.015,845,180,170,ok,187.0,169.0,0.04845327848774356,0.008645690086784954,0.016666666666666666,0.005555555555555556,3.0,180.0,0.490501899620076
5d6aa933-4b00-4e99-ae2d-5003657592e9,61ed1a53-2f33-4a83-82ba-ec7dfa65bf60,VISl,0.01,0.04,0.03,0.01,1,0.025,845,180,170,ok,187.0,169.0,0.117427511333546,0.015922817271053515,0.016666666666666666,0.005555555555555556,3.0,180.0,0.05438912217556489
5d6aa933-4b00-4e99-ae2d-5003657592e9,61ed1a53-2f33-4a83-82ba-ec7dfa65bf60,VISl,0.02,0.05,0.03,0.01,2,0.035,845,180,172,ok,187.0,169.0,0.14348128001266724,0.06026834171706743,0.016666666666666666,0.005555555555555556,3.0,180.0,0.020595880823835233
5d6aa933-4b00-4e99-ae2d-5003657592e9,61ed1a53-2f33-4a83-82ba-ec7dfa65bf60,VISl,0.03,0.06,0.03,0.01,3,0.045,845,180,168,ok,187.0,169.0,0.41289128299314454,0.08001893651868867,0.016666666666666666,0.005555555555555556,3.0,180.0,0.057788442311537694
5d6aa933-4b00-4e99-ae2d-5003657592e9,61ed1a53-2f33-4a83-82ba-ec7dfa65bf60,VISl,0.04,0.07,0.03,0.01,4,0.05500000000000001,845,180,167,ok,187.0,169.0,0.7765407751862711,0.11353518107438122,0.016666666666666666,0.005555555555555556,3.0,180.0,0.018196360727854428
5d6aa933-4b00-4e99-ae2d-5003657592e9,61ed1a53-2f33-4a83-82ba-ec7dfa65bf60,VISl,0.05,0.08,0.03,0.01,5,0.065,845,180,164,ok,187.0,169.0,0.8006211040180227,0.09800140885740133,0.016666666666666666,0.005555555555555556,3.0,180.0,0.023595280943811237
5d6aa933-4b00-4e99-ae2d-5003657592e9,61ed1a53-2f33-4a83-82ba-ec7dfa65bf60,VISl,0.06,0.09,0.03,0.01,6,0.075,845,180,165,ok,187.0,169.0,0.4479495094171641,0.08507323790449316,0.016666666666666666,0.005555555555555556,3.0,180.0,0.029394121175764846
5d6aa933-4b00-4e99-ae2d-5003657592e9,61ed1a53-2f33-4a83-82ba-ec7dfa65bf60,VISl,0.07,0.1,0.03,0.01,7,0.085,845,180,165,ok,187.0,169.0,0.20222266223944313,0.06192162854984366,0.016666666666666666,0.005555555555555556,3.0,180.0,0.05578884223155369
6c6983ef-7383-4989-9183-32b1a300d17a,c0c3c95d-43c3-4e30-9ce7-0519d0473911,VISl,0.0,0.03,0.03,0.01,0,0.015,635,58,53,ok,138.0,141.0,0.2113465117117544,0.12204568712610912,0.05172413793103448,0.017241379310344827,3.0,58.0,0.011397720455908818
6c6983ef-7383-4989-9183-32b1a300d17a,c0c3c95d-43c3-4e30-9ce7-0519d0473911,VISl,0.01,0.04,0.03,0.01,1,0.025,635,58,53,ok,138.0,141.0,0.3234433733058174,0.07678561406889664,0.05172413793103448,0.017241379310344827,3.0,58.0,0.017996400719856028
6c6983ef-7383-4989-9183-32b1a300d17a,c0c3c95d-43c3-4e30-9ce7-0519d0473911,VISl,0.02,0.05,0.03,0.01,2,0.035,635,58,52,ok,138.0,141.0,0.09004894056894817,0.006502328979138012,0.05172413793103448,0.017241379310344827,3.0,58.0,0.4211157768446311
6c6983ef-7383-4989-9183-32b1a300d17a,c0c3c95d-43c3-4e30-9ce7-0519d0473911,VISl,0.03,0.06,0.03,0.01,3,0.045,635,58,52,ok,138.0,141.0,0.11332987230569008,0.017190620410208253,0.05172413793103448,0.017241379310344827,3.0,58.0,0.4285142971405719
6c6983ef-7383-4989-9183-32b1a300d17a,c0c3c95d-43c3-4e30-9ce7-0519d0473911,VISl,0.04,0.07,0.03,0.01,4,0.05500000000000001,635,58,52,ok,138.0,141.0,0.7988768311748748,0.6956460253845912,0.05172413793103448,0.017241379310344827,3.0,58.0,0.0001999600079984003
6c6983ef-7383-4989-9183-32b1a300d17a,c0c3c95d-43c3-4e30-9ce7-0519d0473911,VISl,0.05,0.08,0.03,0.01,5,0.065,635,58,53,ok,138.0,141.0,0.9418883765189869,0.8972429978682656,0.05172413793103448,0.017241379310344827,3.0,58.0,0.0001999600079984003
6c6983ef-7383-4989-9183-32b1a300d17a,c0c3c95d-43c3-4e30-9ce7-0519d0473911,VISl,0.06,0.09,0.03,0.01,6,0.075,635,58,54,ok,138.0,141.0,0.9256790943428493,0.9166886019176516,0.05172413793103448,0.017241379310344827,3.0,58.0,0.0001999600079984003
6c6983ef-7383-4989-9183-32b1a300d17a,c0c3c95d-43c3-4e30-9ce7-0519d0473911,VISl,0.07,0.1,0.03,0.01,7,0.085,635,58,54,ok,138.0,141.0,0.9081638339640742,0.8966175101703029,0.05172413793103448,0.017241379310344827,3.0,58.0,0.0001999600079984003
1ec23a70-b94b-4e9c-a0df-8c2151da3761,91fb4ed3-ee27-4d7e-ba5d-f61202ed9884,VISl,0.0,0.03,0.03,0.01,0,0.015,1193,242,238,ok,262.0,269.0,0.14837765473788994,0.1128379933701872,0.012396694214876033,0.004132231404958678,3.0,242.0,0.0001999600079984003
1ec23a70-b94b-4e9c-a0df-8c2151da3761,91fb4ed3-ee27-4d7e-ba5d-f61202ed9884,VISl,0.01,0.04,0.03,0.01,1,0.025,1193,242,240,ok,262.0,269.0,0.15715976433524428,0.11209423415380192,0.012396694214876033,0.004132231404958678,3.0,242.0,0.0001999600079984003
1ec23a70-b94b-4e9c-a0df-8c2151da3761,91fb4ed3-ee27-4d7e-ba5d-f61202ed9884,VISl,0.02,0.05,0.03,0.01,2,0.035,1193,242,239,ok,262.0,269.0,0.2521158822302109,0.08550267428657432,0.012396694214876033,0.004132231404958678,3.0,242.0,0.0015996800639872025
1ec23a70-b94b-4e9c-a0df-8c2151da3761,91fb4ed3-ee27-4d7e-ba5d-f61202ed9884,VISl,0.03,0.06,0.03,0.01,3,0.045,1193,242,239,ok,262.0,269.0,0.6467687167393723,0.0854995878163671,0.012396694214876033,0.004132231404958678,3.0,242.0,0.002999400119976005
1ec23a70-b94b-4e9c-a0df-8c2151da3761,91fb4ed3-ee27-4d7e-ba5d-f61202ed9884,VISl,0.04,0.07,0.03,0.01,4,0.05500000000000001,1193,242,237,ok,262.0,269.0,0.48915737502619494,0.058677958552328116,0.012396694214876033,0.004132231404958678,3.0,242.0,0.016396720655868825
1ec23a70-b94b-4e9c-a0df-8c2151da3761,91fb4ed3-ee27-4d7e-ba5d-f61202ed9884,VISl,0.05,0.08,0.03,0.01,5,0.065,1193,242,238,ok,262.0,269.0,0.06835523553248216,0.03171133687277734,0.012396694214876033,0.004132231404958678,3.0,242.0,0.05018996200759848
1ec23a70-b94b-4e9c-a0df-8c2151da3761,91fb4ed3-ee27-4d7e-ba5d-f61202ed9884,VISl,0.06,0.09,0.03,0.01,6,0.075,1193,242,234,ok,262.0,269.0,0.04237140730329361,0.013818224758427205,0.012396694214876033,0.004132231404958678,3.0,242.0,0.13517296540691862
1ec23a70-b94b-4e9c-a0df-8c2151da3761,91fb4ed3-ee27-4d7e-ba5d-f61202ed9884,VISl,0.07,0.1,0.03,0.01,7,0.085,1193,242,232,ok,262.0,269.0,0.027128659627124577,0.0200440911996626,0.012396694214876033,0.004132231404958678,3.0,242.0,0.07978404319136173
fcd49e34-f07b-441c-b2ac-cb8c462ec5ac,ece878b9-830d-4618-b801-ad0e7d8e7085,VISl,0.0,0.03,0.03,0.01,0,0.015,1278,93,91,ok,301.0,281.0,0.397732370871231,0.20235683266329227,0.03225806451612903,0.010752688172043012,3.0,93.0,0.004999000199960008
fcd49e34-f07b-441c-b2ac-cb8c462ec5ac,ece878b9-830d-4618-b801-ad0e7d8e7085,VISl,0.01,0.04,0.03,0.01,1,0.025,1278,93,91,ok,301.0,281.0,0.27247991656960624,0.17250992211684454,0.03225806451612903,0.010752688172043012,3.0,93.0,0.008998200359928014
fcd49e34-f07b-441c-b2ac-cb8c462ec5ac,ece878b9-830d-4618-b801-ad0e7d8e7085,VISl,0.02,0.05,0.03,0.01,2,0.035,1278,93,91,ok,301.0,281.0,0.10893025608805709,0.05237648233235953,0.03225806451612903,0.010752688172043012,3.0,93.0,0.15396920615876825
fcd49e34-f07b-441c-b2ac-cb8c462ec5ac,ece878b9-830d-4618-b801-ad0e7d8e7085,VISl,0.03,0.06,0.03,0.01,3,0.045,1278,93,92,ok,301.0,281.0,0.07667371756729238,0.03272198069441777,0.03225806451612903,0.010752688172043012,3.0,93.0,0.05018996200759848
fcd49e34-f07b-441c-b2ac-cb8c462ec5ac,ece878b9-830d-4618-b801-ad0e7d8e7085,VISl,0.04,0.07,0.03,0.01,4,0.05500000000000001,1278,93,92,ok,301.0,281.0,0.05780955352952275,0.054022869149542754,0.03225806451612903,0.010752688172043012,3.0,93.0,0.027594481103779243
fcd49e34-f07b-441c-b2ac-cb8c462ec5ac,ece878b9-830d-4618-b801-ad0e7d8e7085,VISl,0.05,0.08,0.03,0.01,5,0.065,1278,93,93,ok,301.0,281.0,0.06995825429434288,0.06438495753948308,0.03225806451612903,0.010752688172043012,3.0,93.0,0.027194561087782444
fcd49e34-f07b-441c-b2ac-cb8c462ec5ac,ece878b9-830d-4618-b801-ad0e7d8e7085,VISl,0.06,0.09,0.03,0.01,6,0.075,1278,93,89,ok,301.0,281.0,0.09978647259841919,0.013565663399062646,0.03225806451612903,0.010752688172043012,3.0,93.0,0.30293941211757647
fcd49e34-f07b-441c-b2ac-cb8c462ec5ac,ece878b9-830d-4618-b801-ad0e7d8e7085,VISl,0.07,0.1,0.03,0.01,7,0.085,1278,93,91,ok,301.0,281.0,0.1280344450809294,0.02134581768295155,0.03225806451612903,0.010752688172043012,3.0,93.0,0.21675664867026595
35ed605c-1a1a-47b1-86ff-2b56144f55af,85bdeae3-269b-4e39-bd9b-2b0d95aff2fa,VISl,0.0,0.03,0.03,0.01,0,0.015,522,336,306,ok,123.0,121.0,0.07018518716766642,0.014885340913102648,0.008928571428571428,0.002976190476190476,3.0,336.0,0.032993401319736056
35ed605c-1a1a-47b1-86ff-2b56144f55af,85bdeae3-269b-4e39-bd9b-2b0d95aff2fa,VISl,0.01,0.04,0.03,0.01,1,0.025,522,336,307,ok,123.0,121.0,0.08428853875947706,0.08256139581377141,0.008928571428571428,0.002976190476190476,3.0,336.0,0.0001999600079984003
35ed605c-1a1a-47b1-86ff-2b56144f55af,85bdeae3-269b-4e39-bd9b-2b0d95aff2fa,VISl,0.02,0.05,0.03,0.01,2,0.035,522,336,303,ok,123.0,121.0,0.1456854527556005,0.05344193363338321,0.008928571428571428,0.002976190476190476,3.0,336.0,0.001799640071985603
35ed605c-1a1a-47b1-86ff-2b56144f55af,85bdeae3-269b-4e39-bd9b-2b0d95aff2fa,VISl,0.03,0.06,0.03,0.01,3,0.045,522,336,306,ok,123.0,121.0,0.14650206865695972,0.06060387817725273,0.008928571428571428,0.002976190476190476,3.0,336.0,0.0005998800239952009
35ed605c-1a1a-47b1-86ff-2b56144f55af,85bdeae3-269b-4e39-bd9b-2b0d95aff2fa,VISl,0.04,0.07,0.03,0.01,4,0.05500000000000001,522,336,302,ok,123.0,121.0,0.051842339669108395,0.02069409991599038,0.008928571428571428,0.002976190476190476,3.0,336.0,0.17436512697460507
35ed605c-1a1a-47b1-86ff-2b56144f55af,85bdeae3-269b-4e39-bd9b-2b0d95aff2fa,VISl,0.05,0.08,0.03,0.01,5,0.065,522,336,303,ok,123.0,121.0,0.05798580268937445,0.030413088095844674,0.008928571428571428,0.002976190476190476,3.0,336.0,0.060387922415516895
35ed605c-1a1a-47b1-86ff-2b56144f55af,85bdeae3-269b-4e39-bd9b-2b0d95aff2fa,VISl,0.06,0.09,0.03,0.01,6,0.075,522,336,302,ok,123.0,121.0,0.04588449950283028,0.03519873664261775,0.008928571428571428,0.002976190476190476,3.0,336.0,0.05678864227154569
35ed605c-1a1a-47b1-86ff-2b56144f55af,85bdeae3-269b-4e39-bd9b-2b0d95aff2fa,VISl,0.07,0.1,0.03,0.01,7,0.085,522,336,302,ok,123.0,121.0,0.05889301783063625,0.057304120849637596,0.008928571428571428,0.002976190476190476,3.0,336.0,0.004199160167966407
